"Embassy","Year","Month","Full MRN of last cable of that month","Day of last cable","MRN number","Days into the year","Per day that year","Actual number of cables that month","Trafficking cables this year"
"State",2002,11,"02STATE218172",1,218172,305,715.3180328,1,
"State",2002,12,"02STATE250963",6,250963,340,738.1264706,1,
"State",2003,1,"03STATE23994",27,23994,27,888.6666667,3,2
"State",2003,2,"03STATE34981",6,34981,37,945.4324324,1,
"State",2003,3,"03STATE75175",21,75175,80,939.6875,6,
"State",2003,5,"03STATE115323",5,115323,125,922.584,1,
"State",2003,7,"03STATE217991",29,217991,210,1038.052381,2,
"State",2003,10,"03STATE287996",8,287996,281,1024.896797,2,
"State",2004,3,"04STATE61816",19,61816,78,792.5128205,3,1
"State",2004,4,"04STATE89155",21,89155,111,803.1981982,1,
"State",2004,5,"04STATE99654",4,99654,124,803.6612903,1,
"State",2004,6,"04STATE137635",23,137635,174,791.0057471,1,
"State",2004,8,"04STATE181797",24,181797,236,770.3262712,1,
"State",2004,10,"04STATE233493",29,233493,302,773.1556291,1,
"State",2004,11,"04STATE251768",24,251768,328,767.5853659,1,
"State",2004,12,"04STATE265884",13,265884,347,766.2363112,1,
"State",2005,1,"05STATE15400",26,15400,26,592.3076923,2,0
"State",2005,2,"05STATE26545",14,26545,45,589.8888889,1,
"State",2005,6,"05STATE107000",8,107000,159,672.9559748,1,
"State",2005,7,"05STATE131486",14,131486,195,674.2871795,2,
"State",2005,8,"05STATE152885",18,152885,230,664.7173913,2,
"State",2005,9,"05STATE176974",23,176974,266,665.3157895,1,
"State",2005,10,"05STATE200834",31,200834,304,660.6381579,2,
"State",2005,12,"05STATE226504",16,226504,350,647.1542857,3,
"State",2006,1,"06STATE16185",31,16185,31,522.0967742,2,0
"State",2006,2,"06STATE29555",23,29555,54,547.3148148,4,
"State",2006,3,"06STATE47923",26,47923,85,563.8,6,
"State",2006,4,"06STATE66104",26,66104,116,569.862069,7,
"State",2006,5,"06STATE87307",30,87307,150,582.0466667,10,
"State",2006,6,"06STATE106928",28,106928,179,597.3631285,8,
"State",2006,8,"06STATE144127",31,144127,243,593.1152263,8,
"State",2006,9,"06STATE164524",29,164524,272,604.8676471,13,
"State",2006,10,"06STATE181050",31,181050,304,595.5592105,5,
"State",2006,11,"06STATE193703",30,193703,334,579.9491018,17,
"State",2006,12,"06STATE203861",28,203861,362,563.1519337,21,
"State",2007,1,"07STATE12442",31,12442,31,401.3548387,23,9
"State",2007,2,"07STATE25138",28,25138,59,426.0677966,23,
"State",2007,3,"07STATE40909",29,40909,88,464.875,31,
"State",2007,4,"07STATE57995",30,57995,120,483.2916667,32,
"State",2007,5,"07STATE74373",30,74373,150,495.82,36,
"State",2007,6,"07STATE91539",29,91539,180,508.55,30,
"State",2007,7,"07STATE106047",31,106047,212,500.2216981,21,
"State",2007,8,"07STATE122654",30,122654,242,506.8347107,26,
"State",2007,9,"07STATE137352",28,137352,271,506.8339483,50,
"State",2007,10,"07STATE151231",31,151231,304,497.4703947,122,
"State",2007,11,"07STATE162279",30,162279,334,485.8652695,104,
"State",2007,12,"07STATE171256",31,171256,365,469.1945205,92,
"State",2008,1,"08STATE10273",31,10273,31,331.3870968,100,54
"State",2008,2,"08STATE21247",29,21247,60,354.1166667,214,
"State",2008,3,"08STATE33109",31,33109,90,367.8777778,128,
"State",2008,4,"08STATE45915",30,45915,120,382.625,176,
"State",2008,5,"08STATE58446",30,58446,150,389.64,199,
"State",2008,6,"08STATE70306",30,70306,181,388.4309392,229,
"State",2008,7,"08STATE82744",31,82744,212,390.3018868,211,
"State",2008,8,"08STATE93380",31,93380,243,384.2798354,175,
"State",2008,9,"08STATE104566",30,104566,273,383.025641,210,
"State",2008,10,"08STATE116665",31,116665,304,383.7664474,241,
"State",2008,11,"08STATE126158",30,126158,334,377.7185629,250,
"State",2008,12,"08STATE135557",31,135557,365,371.3890411,287,
"State",2009,1,"09STATE8952",31,8952,31,288.7741935,278,440
"State",2009,2,"09STATE18884",27,18884,58,325.5862069,217,
"State",2009,3,"09STATE31102",31,31102,90,345.5777778,290,
"State",2009,4,"09STATE44280",30,44280,120,369,338,
"State",2009,5,"09STATE55654",30,55654,150,371.0266667,310,
"State",2009,6,"09STATE67946",30,67946,181,375.3922652,507,
"State",2009,7,"09STATE80223",31,80223,212,378.4103774,324,
"State",2009,8,"09STATE90813",31,90813,243,373.7160494,278,
"State",2009,9,"09STATE102086",30,102086,273,373.9413919,478,
"State",2009,10,"09STATE112533",31,112533,304,370.1743421,295,
"State",2009,11,"09STATE122735",30,122735,334,367.4700599,349,
"State",2009,12,"09STATE132609",31,132609,365,363.3123288,460,
"State",2010,1,"10STATE9814",31,9814,31,316.5806452,342,21
"State",2010,2,"10STATE18653",28,18653,59,316.1525424,310,
"Stockholm",2006,1,"06STOCKHOLM60",17,60,17,3.529411765,4,1
"Stockholm",2006,2,"06STOCKHOLM235",22,235,53,4.433962264,10,
"Stockholm",2006,3,"06STOCKHOLM427",27,427,86,4.965116279,4,
"Stockholm",2006,4,"06STOCKHOLM527",18,527,108,4.87962963,1,
"Stockholm",2006,6,"06STOCKHOLM952",28,952,179,5.318435754,5,
"Stockholm",2006,9,"06STOCKHOLM1501",18,1501,261,5.750957854,5,
"Stockholm",2006,10,"06STOCKHOLM1646",11,1646,284,5.795774648,2,
"Stockholm",2006,12,"06STOCKHOLM1924",11,1924,345,5.576811594,4,
"Stockholm",2007,1,"07STOCKHOLM98",26,98,26,3.769230769,5,1
"Stockholm",2007,2,"07STOCKHOLM214",28,214,59,3.627118644,3,
"Stockholm",2007,3,"07STOCKHOLM315",23,315,82,3.841463415,3,
"Stockholm",2007,4,"07STOCKHOLM370",5,370,95,3.894736842,3,
"Stockholm",2007,5,"07STOCKHOLM545",10,545,130,4.192307692,2,
"Stockholm",2007,6,"07STOCKHOLM736",13,736,164,4.487804878,2,
"Stockholm",2007,8,"07STOCKHOLM1055",29,1055,241,4.377593361,9,
"Stockholm",2007,9,"07STOCKHOLM1209",26,1209,269,4.494423792,5,
"Stockholm",2007,10,"07STOCKHOLM1319",26,1319,299,4.411371237,6,
"Stockholm",2007,11,"07STOCKHOLM1400",23,1400,327,4.281345566,4,
"Stockholm",2007,12,"07STOCKHOLM1490",27,1490,361,4.127423823,7,
"Stockholm",2008,1,"08STOCKHOLM67",25,67,25,2.68,4,4
"Stockholm",2008,2,"08STOCKHOLM170",29,170,60,2.833333333,11,
"Stockholm",2008,3,"08STOCKHOLM240",27,240,86,2.790697674,10,
"Stockholm",2008,4,"08STOCKHOLM321",30,321,120,2.675,13,
"Stockholm",2008,5,"08STOCKHOLM390",29,390,149,2.617449664,14,
"Stockholm",2008,6,"08STOCKHOLM475",30,475,181,2.624309392,16,
"Stockholm",2008,7,"08STOCKHOLM534",28,534,209,2.555023923,12,
"Stockholm",2008,8,"08STOCKHOLM599",29,599,241,2.485477178,23,
"Stockholm",2008,9,"08STOCKHOLM648",26,648,269,2.408921933,12,
"Stockholm",2008,10,"08STOCKHOLM729",31,729,304,2.398026316,25,
"Stockholm",2008,11,"08STOCKHOLM792",28,792,332,2.385542169,27,
"Stockholm",2008,12,"08STOCKHOLM857",23,857,357,2.400560224,23,
"Stockholm",2009,1,"09STOCKHOLM66",30,66,30,2.2,25,9
"Stockholm",2009,2,"09STOCKHOLM139",27,139,58,2.396551724,27,
"Stockholm",2009,3,"09STOCKHOLM216",27,216,86,2.511627907,30,
"Stockholm",2009,4,"09STOCKHOLM270",30,270,120,2.25,28,
"Stockholm",2009,5,"09STOCKHOLM327",28,327,148,2.209459459,19,
"Stockholm",2009,6,"09STOCKHOLM390",26,390,177,2.203389831,18,
"Stockholm",2009,7,"09STOCKHOLM478",31,478,212,2.254716981,46,
"Stockholm",2009,8,"09STOCKHOLM558",31,558,243,2.296296296,33,
"Stockholm",2009,9,"09STOCKHOLM624",30,624,273,2.285714286,32,
"Stockholm",2009,10,"09STOCKHOLM680",30,680,303,2.244224422,23,
"Stockholm",2009,11,"09STOCKHOLM751",30,751,334,2.248502994,47,
"Stockholm",2009,12,"09STOCKHOLM803",29,803,363,2.212121212,28,
"Stockholm",2010,1,"10STOCKHOLM45",29,45,29,1.551724138,19,2
"Stockholm",2010,2,"10STOCKHOLM91",26,91,57,1.596491228,22,
"Stpetersburg",2009,3,"09STPETERSBURG40",31,40,90,0.444444444,98,0
"Strasbourg",2010,2,"10STRASBOURG3",26,3,57,0.052631579,47,1
"Surabaya",2007,9,"07SURABAYA42",28,42,271,0.15498155,106,5
"Surabaya",2008,1,"08SURABAYA13",31,13,31,0.419354839,69,1
"Surabaya",2009,4,"09SURABAYA43",30,43,120,0.358333333,75,5
"Suva",2006,2,"06SUVA65",21,65,52,1.25,7,0
"Suva",2006,3,"06SUVA123",29,123,88,1.397727273,8,
"Suva",2006,4,"06SUVA174",27,174,117,1.487179487,7,
"Suva",2006,5,"06SUVA222",23,222,143,1.552447552,11,
"Suva",2006,6,"06SUVA254",28,254,179,1.418994413,1,
"Suva",2006,7,"06SUVA287",17,287,198,1.449494949,4,
"Suva",2006,8,"06SUVA352",29,352,241,1.460580913,7,
"Suva",2006,9,"06SUVA401",26,401,269,1.49070632,6,
"Suva",2006,10,"06SUVA466",31,466,304,1.532894737,17,
"Suva",2006,11,"06SUVA528",30,528,334,1.580838323,27,
"Suva",2006,12,"06SUVA591",28,591,362,1.632596685,28,
"Suva",2007,1,"07SUVA84",31,84,31,2.709677419,28,2
"Suva",2007,2,"07SUVA139",28,139,59,2.355932203,12,
"Suva",2007,3,"07SUVA191",29,191,88,2.170454545,11,
"Suva",2007,4,"07SUVA245",30,245,120,2.041666667,19,
"Suva",2007,5,"07SUVA300",31,300,151,1.986754967,10,
"Suva",2007,6,"07SUVA333",26,333,177,1.881355932,6,
"Suva",2007,7,"07SUVA378",30,378,211,1.791469194,7,
"Suva",2007,8,"07SUVA428",29,428,241,1.77593361,14,
"Suva",2007,9,"07SUVA473",30,473,273,1.732600733,9,
"Suva",2007,10,"07SUVA512",31,512,304,1.684210526,14,
"Suva",2007,11,"07SUVA554",29,554,333,1.663663664,12,
"Suva",2007,12,"07SUVA581",27,581,361,1.609418283,3,
"Suva",2008,1,"08SUVA41",31,41,31,1.322580645,12,0
"Suva",2008,2,"08SUVA75",24,75,55,1.363636364,6,
"Suva",2008,3,"08SUVA121",27,121,86,1.406976744,6,
"Suva",2008,4,"08SUVA155",23,155,113,1.371681416,7,
"Suva",2008,5,"08SUVA221",28,221,148,1.493243243,8,
"Suva",2008,6,"08SUVA250",19,250,170,1.470588235,4,
"Suva",2008,7,"08SUVA289",17,289,198,1.45959596,4,
"Suva",2008,8,"08SUVA331",19,331,231,1.432900433,3,
"Suva",2008,9,"08SUVA365",17,365,260,1.403846154,1,
"Suva",2008,10,"08SUVA411",30,411,303,1.356435644,6,
"Suva",2008,11,"08SUVA450",30,450,334,1.347305389,5,
"Suva",2008,12,"08SUVA481",29,481,363,1.325068871,4,
"Suva",2009,1,"09SUVA32",27,32,27,1.185185185,7,2
"Suva",2009,2,"09SUVA73",26,73,57,1.280701754,3,
"Suva",2009,3,"09SUVA107",25,107,84,1.273809524,6,
"Suva",2009,4,"09SUVA157",27,157,117,1.341880342,5,
"Suva",2009,5,"09SUVA220",26,220,146,1.506849315,10,
"Suva",2009,6,"09SUVA271",28,271,179,1.51396648,11,
"Suva",2009,7,"09SUVA303",21,303,202,1.5,4,
"Suva",2009,8,"09SUVA347",31,347,243,1.427983539,3,
"Suva",2009,9,"09SUVA386",30,386,273,1.413919414,2,
"Suva",2009,10,"09SUVA421",28,421,301,1.398671096,1,
"Suva",2009,11,"09SUVA441",26,441,330,1.336363636,1,
"Suva",2010,2,"10SUVA28",3,28,34,0.823529412,6,5
"Taipei",1989,6,"89TAIPEI3647",5,3647,156,23.37820513,1,0
"Taipei",1997,9,"97TAIPEI4246",9,4246,252,16.84920635,1,0
"Taipei",1999,12,"99TAIPEI3700",14,3700,348,10.63218391,1,0
"Taipei",2004,10,"04TAIPEI3414",31,3414,304,11.23026316,63,1
"Taipei",2004,11,"04TAIPEI3797",30,3797,334,11.36826347,61,
"Taipei",2004,12,"04TAIPEI4134",30,4134,364,11.35714286,71,
"Taipei",2005,1,"05TAIPEI389",31,389,31,12.5483871,61,20
"Taipei",2005,2,"05TAIPEI821",28,821,59,13.91525424,38,
"Taipei",2005,3,"05TAIPEI1575",31,1575,90,17.5,94,
"Taipei",2005,4,"05TAIPEI1969",29,1969,119,16.54621849,66,
"Taipei",2005,5,"05TAIPEI2376",31,2376,151,15.73509934,68,
"Taipei",2005,6,"05TAIPEI2853",30,2853,181,15.76243094,78,
"Taipei",2005,7,"05TAIPEI3191",29,3191,210,15.1952381,59,
"Taipei",2005,8,"05TAIPEI3623",31,3623,243,14.90946502,67,
"Taipei",2005,9,"05TAIPEI4043",30,4043,273,14.80952381,68,
"Taipei",2005,10,"05TAIPEI4405",31,4405,304,14.49013158,79,
"Taipei",2005,11,"05TAIPEI4764",30,4764,334,14.26347305,67,
"Taipei",2005,12,"05TAIPEI5046",30,5046,364,13.86263736,61,
"Taipei",2006,1,"06TAIPEI325",27,325,27,12.03703704,55,5
"Taipei",2006,3,"06TAIPEI1141",31,1141,90,12.67777778,92,
"Taipei",2006,4,"06TAIPEI1481",28,1481,118,12.55084746,61,
"Taipei",2006,5,"06TAIPEI1843",31,1843,151,12.20529801,64,
"Taipei",2006,6,"06TAIPEI2270",30,2270,181,12.54143646,65,
"Taipei",2006,7,"06TAIPEI2569",31,2569,212,12.11792453,56,
"Taipei",2006,9,"06TAIPEI3382",29,3382,272,12.43382353,57,
"Taipei",2006,11,"06TAIPEI4008",30,4008,334,12,67,
"Taipei",2007,3,"07TAIPEI740",30,740,89,8.314606742,71,8
"Taipei",2007,5,"07TAIPEI1204",31,1204,151,7.973509934,61,
"Taipei",2007,6,"07TAIPEI1485",29,1485,180,8.25,50,
"Taipei",2007,7,"07TAIPEI1704",31,1704,212,8.037735849,42,
"Taipei",2007,8,"07TAIPEI2014",31,2014,243,8.288065844,61,
"Taipei",2007,9,"07TAIPEI2207",27,2207,270,8.174074074,40,
"Taipei",2007,10,"07TAIPEI2427",31,2427,304,7.983552632,56,
"Taipei",2007,11,"07TAIPEI2547",30,2547,334,7.625748503,40,
"Taipei",2008,1,"08TAIPEI148",30,148,30,4.933333333,57,6
"Taipei",2008,2,"08TAIPEI281",29,281,60,4.683333333,44,
"Taipei",2008,3,"08TAIPEI464",31,464,90,5.155555556,68,
"Taipei",2008,4,"08TAIPEI602",30,602,120,5.016666667,41,
"Taipei",2008,5,"08TAIPEI745",30,745,150,4.966666667,37,
"Taipei",2008,7,"08TAIPEI1120",31,1120,212,5.283018868,31,
"Taipei",2008,10,"08TAIPEI1546",31,1546,304,5.085526316,39,
"Taipei",2008,12,"08TAIPEI1789",31,1789,365,4.901369863,46,
"Taipei",2009,2,"09TAIPEI223",27,223,58,3.844827586,31,6
"Taipei",2009,4,"09TAIPEI518",30,518,120,4.316666667,49,
"Taipei",2009,7,"09TAIPEI915",30,915,211,4.336492891,30,
"Taipei",2009,9,"09TAIPEI1184",30,1184,273,4.336996337,45,
"Taipei",2009,11,"09TAIPEI1410",30,1410,334,4.221556886,40,
"Taipei",2009,12,"09TAIPEI1",31,1,365,0.002739726,44,
"Taipei",2010,2,"10TAIPEI205",26,205,57,3.596491228,30,1
"Tallinn",2006,3,"06TALLINN311",31,311,90,3.455555556,5,7
"Tallinn",2006,4,"06TALLINN411",28,411,118,3.483050847,14,
"Tallinn",2006,5,"06TALLINN505",26,505,146,3.45890411,17,
"Tallinn",2006,6,"06TALLINN615",30,615,181,3.397790055,18,
"Tallinn",2006,7,"06TALLINN689",31,689,212,3.25,14,
"Tallinn",2006,8,"06TALLINN798",31,798,243,3.283950617,23,
"Tallinn",2006,9,"06TALLINN894",29,894,272,3.286764706,19,
"Tallinn",2006,10,"06TALLINN976",30,976,303,3.221122112,18,
"Tallinn",2006,11,"06TALLINN1067",30,1067,334,3.194610778,21,
"Tallinn",2006,12,"06TALLINN1145",29,1145,363,3.154269972,18,
"Tallinn",2007,1,"07TALLINN66",31,66,31,2.129032258,13,5
"Tallinn",2007,2,"07TALLINN125",28,125,59,2.118644068,17,
"Tallinn",2007,3,"07TALLINN215",29,215,88,2.443181818,16,
"Tallinn",2007,4,"07TALLINN281",27,281,117,2.401709402,21,
"Tallinn",2007,5,"07TALLINN352",30,352,150,2.346666667,20,
"Tallinn",2007,6,"07TALLINN433",28,433,179,2.418994413,19,
"Tallinn",2007,7,"07TALLINN503",31,503,212,2.372641509,20,
"Tallinn",2007,8,"07TALLINN573",31,573,243,2.358024691,21,
"Tallinn",2007,9,"07TALLINN633",26,633,269,2.353159851,18,
"Tallinn",2007,10,"07TALLINN703",31,703,304,2.3125,13,
"Tallinn",2007,11,"07TALLINN763",28,763,332,2.298192771,16,
"Tallinn",2007,12,"07TALLINN802",20,802,354,2.265536723,7,
"Tallinn",2008,1,"08TALLINN36",18,36,18,2,7,4
"Tallinn",2008,2,"08TALLINN82",28,82,59,1.389830508,15,
"Tallinn",2008,3,"08TALLINN121",28,121,87,1.390804598,10,
"Tallinn",2008,4,"08TALLINN149",25,149,115,1.295652174,8,
"Tallinn",2008,5,"08TALLINN186",27,186,147,1.265306122,12,
"Tallinn",2008,6,"08TALLINN212",17,212,168,1.261904762,4,
"Tallinn",2008,7,"08TALLINN268",30,268,211,1.27014218,14,
"Tallinn",2008,8,"08TALLINN301",29,301,241,1.248962656,11,
"Tallinn",2008,9,"08TALLINN338",25,338,268,1.26119403,6,
"Tallinn",2008,10,"08TALLINN377",30,377,303,1.244224422,14,
"Tallinn",2008,11,"08TALLINN407",28,407,332,1.225903614,12,
"Tallinn",2008,12,"08TALLINN440",31,440,365,1.205479452,7,
"Tallinn",2009,1,"09TALLINN27",23,27,23,1.173913043,5,2
"Tallinn",2009,2,"09TALLINN48",23,48,54,0.888888889,6,
"Tallinn",2009,3,"09TALLINN84",31,84,90,0.933333333,9,
"Tallinn",2009,4,"09TALLINN114",27,114,117,0.974358974,6,
"Tallinn",2009,5,"09TALLINN145",22,145,142,1.021126761,7,
"Tallinn",2009,6,"09TALLINN169",26,169,177,0.95480226,2,
"Tallinn",2009,7,"09TALLINN219",31,219,212,1.033018868,6,
"Tallinn",2009,8,"09TALLINN255",26,255,238,1.071428571,11,
"Tallinn",2009,9,"09TALLINN299",30,299,273,1.095238095,14,
"Tallinn",2009,10,"09TALLINN352",30,352,303,1.161716172,9,
"Tallinn",2009,11,"09TALLINN353",30,353,334,1.056886228,17,
"Tallinn",2009,12,"09TALLINN383",17,383,351,1.091168091,9,
"Tallinn",2010,1,"10TALLINN56",29,56,29,1.931034483,12,2
"Tallinn",2010,2,"10TALLINN82",25,82,56,1.464285714,9,
"Tashkent",1997,5,"97TASHKENT2034",1,2034,121,16.80991736,1,0
"Tashkent",2000,11,"00TASHKENT4223",2,4223,306,13.80065359,1,0
"Tashkent",2004,9,"04TASHKENT2609",30,2609,273,9.556776557,1,0
"Tashkent",2004,11,"04TASHKENT3180",26,3180,330,9.636363636,1,
"Tashkent",2004,12,"04TASHKENT3519",27,3519,361,9.747922438,1,
"Tashkent",2005,1,"05TASHKENT284",28,284,28,10.14285714,1,0
"Tashkent",2005,2,"05TASHKENT572",24,572,55,10.4,1,
"Tashkent",2005,9,"05TASHKENT2473",13,2473,256,9.66015625,1,
"Tashkent",2005,11,"05TASHKENT3019",2,3019,306,9.866013072,1,
"Tashkent",2005,12,"05TASHKENT3414",27,3414,361,9.457063712,1,
"Tashkent",2006,1,"06TASHKENT247",31,247,31,7.967741935,2,7
"Tashkent",2006,2,"06TASHKENT377",23,377,54,6.981481481,16,
"Tashkent",2006,3,"06TASHKENT633",31,633,90,7.033333333,30,
"Tashkent",2006,4,"06TASHKENT852",30,852,120,7.1,29,
"Tashkent",2006,5,"06TASHKENT999",23,999,143,6.986013986,13,
"Tashkent",2006,6,"06TASHKENT1225",27,1225,178,6.882022472,2,
"Tashkent",2006,7,"06TASHKENT1358",13,1358,194,7,1,
"Tashkent",2006,8,"06TASHKENT1582",16,1582,228,6.938596491,2,
"Tashkent",2006,9,"06TASHKENT1739",11,1739,254,6.846456693,2,
"Tashkent",2006,12,"06TASHKENT2324",13,2324,347,6.69740634,1,
"Tashkent",2007,2,"07TASHKENT330",27,330,58,5.689655172,14,25
"Tashkent",2007,3,"07TASHKENT515",30,515,89,5.786516854,25,
"Tashkent",2007,4,"07TASHKENT843",25,843,115,7.330434783,92,
"Tashkent",2007,5,"07TASHKENT1037",30,1037,150,6.913333333,27,
"Tashkent",2007,6,"07TASHKENT1206",28,1206,179,6.737430168,20,
"Tashkent",2007,7,"07TASHKENT1386",30,1386,211,6.568720379,28,
"Tashkent",2007,8,"07TASHKENT1562",30,1562,242,6.454545455,25,
"Tashkent",2007,9,"07TASHKENT1710",28,1710,271,6.3099631,28,
"Tashkent",2007,10,"07TASHKENT1896",31,1896,304,6.236842105,40,
"Tashkent",2007,11,"07TASHKENT2054",30,2054,334,6.149700599,36,
"Tashkent",2007,12,"07TASHKENT2183",29,2183,363,6.013774105,38,
"Tashkent",2008,1,"08TASHKENT133",31,133,31,4.290322581,36,59
"Tashkent",2008,2,"08TASHKENT270",29,270,60,4.5,52,
"Tashkent",2008,3,"08TASHKENT384",31,384,90,4.266666667,30,
"Tashkent",2008,4,"08TASHKENT508",29,508,119,4.268907563,44,
"Tashkent",2008,5,"08TASHKENT610",30,610,150,4.066666667,37,
"Tashkent",2008,6,"08TASHKENT749",29,749,180,4.161111111,46,
"Tashkent",2008,7,"08TASHKENT879",29,879,210,4.185714286,42,
"Tashkent",2008,8,"08TASHKENT1012",29,1012,241,4.199170124,54,
"Tashkent",2008,9,"08TASHKENT1127",30,1127,273,4.128205128,24,
"Tashkent",2008,10,"08TASHKENT1260",31,1260,304,4.144736842,40,
"Tashkent",2008,11,"08TASHKENT1382",26,1382,330,4.187878788,34,
"Tashkent",2008,12,"08TASHKENT1539",31,1539,365,4.216438356,22,
"Tashkent",2009,1,"09TASHKENT114",29,114,29,3.931034483,27,35
"Tashkent",2009,2,"09TASHKENT229",27,229,58,3.948275862,34,
"Tashkent",2009,3,"09TASHKENT415",31,415,90,4.611111111,31,
"Tashkent",2009,4,"09TASHKENT611",30,611,120,5.091666667,32,
"Tashkent",2009,5,"09TASHKENT859",29,859,149,5.765100671,29,
"Tashkent",2009,6,"09TASHKENT1097",26,1097,177,6.197740113,33,
"Tashkent",2009,7,"09TASHKENT1357",31,1357,212,6.400943396,29,
"Tashkent",2009,8,"09TASHKENT1578",28,1578,240,6.575,20,
"Tashkent",2009,9,"09TASHKENT1523",30,1523,273,5.578754579,21,
"Tashkent",2009,10,"09TASHKENT1926",30,1926,303,6.356435644,14,
"Tashkent",2009,11,"09TASHKENT2098",30,2098,334,6.281437126,23,
"Tashkent",2009,12,"09TASHKENT2292",30,2292,364,6.296703297,17,
"Tashkent",2010,1,"10TASHKENT162",29,162,29,5.586206897,24,6
"Tashkent",2010,2,"10TASHKENT103",26,103,57,1.807017544,20,
"Tbilisi",2005,11,"05TBILISI2937",9,2937,313,9.383386581,3,1
"Tbilisi",2005,12,"05TBILISI3250",14,3250,348,9.33908046,13,
"Tbilisi",2006,9,"06TBILISI2601",29,2601,272,9.5625,3,2
"Tbilisi",2006,10,"06TBILISI2866",30,2866,303,9.458745875,10,
"Tbilisi",2006,11,"06TBILISI3069",22,3069,326,9.414110429,7,
"Tbilisi",2006,12,"06TBILISI3406",27,3406,361,9.434903047,2,
"Tbilisi",2007,2,"07TBILISI401",28,401,59,6.796610169,7,13
"Tbilisi",2007,3,"07TBILISI674",29,674,88,7.659090909,9,
"Tbilisi",2007,4,"07TBILISI1001",30,1001,120,8.341666667,14,
"Tbilisi",2007,5,"07TBILISI1278",31,1278,151,8.463576159,30,
"Tbilisi",2007,6,"07TBILISI1566",29,1566,180,8.7,22,
"Tbilisi",2007,7,"07TBILISI1857",31,1857,212,8.759433962,21,
"Tbilisi",2007,8,"07TBILISI2170",30,2170,242,8.966942149,40,
"Tbilisi",2007,9,"07TBILISI2439",28,2439,271,9,21,
"Tbilisi",2007,10,"07TBILISI2675",29,2675,302,8.857615894,37,
"Tbilisi",2007,11,"07TBILISI3005",30,3005,334,8.997005988,58,
"Tbilisi",2007,12,"07TBILISI3179",28,3179,362,8.781767956,33,
"Tbilisi",2008,1,"08TBILISI152",31,152,31,4.903225806,36,11
"Tbilisi",2008,2,"08TBILISI346",29,346,60,5.766666667,29,
"Tbilisi",2008,3,"08TBILISI528",28,528,87,6.068965517,24,
"Tbilisi",2008,4,"08TBILISI720",30,720,120,6,24,
"Tbilisi",2008,5,"08TBILISI910",30,910,150,6.066666667,37,
"Tbilisi",2008,6,"08TBILISI1123",27,1123,178,6.308988764,31,
"Tbilisi",2008,7,"08TBILISI1296",30,1296,211,6.142180095,23,
"Tbilisi",2008,8,"08TBILISI1482",29,1482,241,6.149377593,38,
"Tbilisi",2008,9,"08TBILISI1810",29,1810,272,6.654411765,23,
"Tbilisi",2008,10,"08TBILISI2025",31,2025,304,6.661184211,21,
"Tbilisi",2008,11,"08TBILISI2219",28,2219,332,6.68373494,28,
"Tbilisi",2008,12,"08TBILISI2498",31,2498,365,6.843835616,38,
"Tbilisi",2009,1,"09TBILISI171",30,171,30,5.7,41,4
"Tbilisi",2009,2,"09TBILISI409",27,409,58,7.051724138,45,
"Tbilisi",2009,3,"09TBILISI644",31,644,90,7.155555556,44,
"Tbilisi",2009,4,"09TBILISI827",30,827,120,6.891666667,50,
"Tbilisi",2009,5,"09TBILISI984",29,984,149,6.604026846,44,
"Tbilisi",2009,6,"09TBILISI1188",29,1188,180,6.6,47,
"Tbilisi",2009,7,"09TBILISI1409",31,1409,212,6.646226415,32,
"Tbilisi",2009,8,"09TBILISI1634",31,1634,243,6.724279835,37,
"Tbilisi",2009,9,"09TBILISI1786",30,1786,273,6.542124542,29,
"Tbilisi",2009,10,"09TBILISI1962",30,1962,303,6.475247525,25,
"Tbilisi",2009,11,"09TBILISI2066",27,2066,331,6.241691843,22,
"Tbilisi",2009,12,"09TBILISI2307",30,2307,364,6.337912088,32,
"Tbilisi",2010,1,"10TBILISI126",29,126,29,4.344827586,22,1
"Tbilisi",2010,2,"10TBILISI222",22,222,53,4.188679245,15,
"Tegucigalpa",2002,6,"02TEGUCIGALPA1780",18,1780,169,10.53254438,1,4
"Tegucigalpa",2002,7,"02TEGUCIGALPA1927",2,1927,183,10.53005464,1,
"Tegucigalpa",2002,8,"02TEGUCIGALPA2472",30,2472,242,10.21487603,5,
"Tegucigalpa",2002,9,"02TEGUCIGALPA2753",30,2753,273,10.08424908,23,
"Tegucigalpa",2002,10,"02TEGUCIGALPA3012",31,3012,304,9.907894737,26,
"Tegucigalpa",2002,11,"02TEGUCIGALPA3206",22,3206,326,9.834355828,18,
"Tegucigalpa",2002,12,"02TEGUCIGALPA3492",31,3492,365,9.567123288,24,
"Tegucigalpa",2003,1,"03TEGUCIGALPA288",31,288,31,9.290322581,20,21
"Tegucigalpa",2003,2,"03TEGUCIGALPA560",28,560,59,9.491525424,17,
"Tegucigalpa",2003,3,"03TEGUCIGALPA762",26,762,85,8.964705882,27,
"Tegucigalpa",2003,4,"03TEGUCIGALPA981",25,981,115,8.530434783,16,
"Tegucigalpa",2003,5,"03TEGUCIGALPA1243",30,1243,150,8.286666667,10,
"Tegucigalpa",2003,6,"03TEGUCIGALPA1529",30,1529,181,8.447513812,28,
"Tegucigalpa",2003,7,"03TEGUCIGALPA1792",29,1792,210,8.533333333,40,
"Tegucigalpa",2003,8,"03TEGUCIGALPA2064",29,2064,241,8.564315353,36,
